  ,,,,,,,,,,,,,,,,,,,,,,
 ,With Interval Analysis: ,,,,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,
 ,ID,#Vars (r=1),result (r=1),time (r=1),#Vars (r=2),result (r=2),time (r=2),#Vars (r=4),result (r=4),time (r=4),#Vars (r=6),result (r=6),time (r=6),#Vars (r=10),result (r=10),time (r=10),#Vars (r=20),result (r=20),time (r=20),#Vars (r=30),result (r=30),time (r=30)
 ,1032,1150,Robust,0.016773462,1359,Robust,0.102375031,1719,Non-robust,28.07786822,2056,Non-robust,8.793421507,2760,Non-robust,2.817548513,4761,Non-robust,1.202468872,5599,Non-robust,0.996971846
 ,106,1071,Robust,0.006198883,1202,Robust,0.005955219,1534,Robust,0.008367062,1965,Robust,0.230429888,2644,Robust,3.061386347,3878,Non-robust,3.825489044,5438,Non-robust,5.595366001
 ,1112,1090,Robust,0.092460632,1295,Non-robust,3.221333742,1686,Non-robust,3.175629377,2027,Non-robust,0.179236889,2663,Non-robust,0.246176958,4306,Non-robust,0.528553009,5125,Non-robust,0.411220312
 ,1194,1118,Robust,0.006312132,1308,Robust,0.068265676,1690,Non-robust,10.96644354,2037,Non-robust,8.611720085,2766,Non-robust,2.398807287,4544,Non-robust,2.149401665,5378,Non-robust,0.485796213
 ,1303,1124,Robust,0.023466825,1309,Robust,0.021878004,1651,Robust,0.133592367,2070,Robust,0.656537056,2799,Non-robust,20.85028124,4187,Non-robust,0.594974995,5605,Non-robust,1.889679193
 ,1489,1004,Robust,0.003113031,1082,Robust,0.003334045,1248,Robust,0.005192757,1485,Robust,0.007191658,2273,Robust,0.570892811,4024,Non-robust,7.744058847,5286,Non-robust,6.113715887
 ,1722,1106,Robust,0.012426853,1266,Robust,0.017227411,1658,Robust,0.543597937,2184,Non-robust,5.877729416,3022,Non-robust,5.899346113,5039,Non-robust,4.070589066,5842,Non-robust,3.872953415
 ,1757,1120,Robust,0.005862713,1324,Robust,0.020949841,1709,Robust,0.036672354,2167,Robust,0.219744921,3187,Robust,6.234030724,5416,NA,NA,5937,Non-robust,1.628046036
 ,1811,1104,Robust,0.015783787,1290,Robust,0.018491268,1608,Robust,0.027024508,2003,Robust,0.242134571,2687,Robust,13.06548619,4188,Non-robust,5.230787277,5499,Non-robust,1.041545391
 ,1813,1091,Robust,0.004309893,1240,Robust,0.021672726,1625,Robust,1.637928247,1967,Non-robust,224.7301719,2628,Non-robust,5.483973742,4282,Non-robust,3.278650999,5586,Non-robust,0.894845486
 ,1950,1090,Robust,0.00573945,1247,Robust,0.006391525,1599,Robust,0.008625507,2090,Robust,0.239426613,3168,Robust,7.218863487,5141,Non-robust,392.6652005,6010,Non-robust,1.292450905
 ,2151,986,Robust,0.003302336,1067,Robust,0.004193544,1273,Robust,0.005487204,1533,Robust,0.050690889,2261,Robust,2.988569498,4152,Non-robust,4.759927273,5212,Non-robust,5.635527611
 ,2247,1059,Robust,0.005008698,1191,Robust,0.005425215,1470,Robust,0.007823467,1815,Robust,0.145969868,2780,Robust,6.156171083,4580,Non-robust,13.96421432,5861,Non-robust,4.461639404
 ,2448,1071,Robust,0.005800486,1272,Robust,0.006679058,1818,Robust,0.415895462,2341,Robust,4.227875471,3252,Non-robust,67.98562837,5066,Non-robust,1.104186535,5889,Non-robust,1.359321833
 ,2474,1142,Robust,0.007301807,1420,Robust,0.02241087,2016,Robust,0.337351322,2533,Robust,7.673321486,3316,Non-robust,102.589577,4836,Non-robust,1.630190372,5727,Non-robust,1.03702569
 ,2492,1009,Robust,0.003430843,1080,Robust,0.003343105,1232,Robust,0.004826784,1426,Robust,0.005858898,2104,Robust,0.098160267,4583,Robust,20.16199636,5746,Non-robust,49.07819724
 ,252,1050,Robust,0.004810572,1192,Robust,0.006031513,1516,Robust,0.007466793,1894,Robust,0.07703042,2845,Robust,3.713396549,4449,Non-robust,39.22859192,5749,Non-robust,4.786023855
 ,2612,1137,Robust,0.007511854,1330,Robust,0.009487629,1817,Robust,0.035526037,2504,Robust,0.170988798,3412,Robust,14.71748447,5340,Non-robust,6.699896336,5800,Non-robust,0.472327709
 ,2714,1019,Robust,0.003604174,1113,Robust,0.003721952,1295,Robust,0.004638433,1540,Robust,0.019025087,2058,Robust,0.236452341,3731,Non-robust,16.19717312,5237,Non-robust,4.703262329
 ,2715,1184,Robust,0.006644964,1427,Robust,0.138661623,1925,Robust,1.354590178,2477,Non-robust,49.67481065,3450,Non-robust,44.05895615,5151,Non-robust,6.708319187,5844,Non-robust,2.196650267
 ,2768,1080,Robust,0.006328821,1244,Robust,0.007191658,1583,Robust,0.007414818,1915,Robust,0.011479855,2543,Robust,0.467731476,3998,Non-robust,388.1446273,5535,Non-robust,6.475808859
 ,2823,1286,Non-robust,2.577338219,1569,Non-robust,3.509331942,2249,Non-robust,5.465145588,2903,Non-robust,28.90711927,3873,Non-robust,4.401802063,5570,Non-robust,9.408459425,6179,Non-robust,0.293228388
 ,3066,1145,Robust,0.007499456,1414,Robust,0.025180101,2228,Robust,0.744442701,2888,Non-robust,120.1052825,4183,Non-robust,23.88043785,5662,Non-robust,0.626037121,6043,Non-robust,1.422522783
 ,3083,951,Robust,0.003293753,987,Robust,0.002292395,1077,Robust,0.003575325,1184,Robust,0.004470348,1712,Robust,0.066540956,3494,Robust,12.86521387,4920,Non-robust,0.958777905
 ,315,1081,Robust,0.006383896,1232,Robust,0.006458282,1626,Robust,0.026854515,2124,Robust,0.493415833,2877,Non-robust,278.7478731,4645,Non-robust,0.574507713,5660,Non-robust,2.742820978
 ,3266,1091,Robust,0.007450104,1262,Robust,0.006107092,1699,Robust,0.096794844,2103,Robust,0.526796579,2833,Robust,230.9031451,4517,Non-robust,12.09747148,5738,Non-robust,4.096378803
 ,3356,1061,Robust,0.005712271,1202,Robust,0.006234646,1509,Robust,0.008926868,1873,Robust,0.010690212,2808,Robust,1.671409607,4630,Non-robust,9.549938917,5489,Non-robust,5.821799755
 ,3414,1047,Robust,0.004793882,1182,Robust,0.005238771,1455,Robust,0.094285727,1773,Robust,2.130161047,2374,Non-robust,0.809019566,3862,Non-robust,0.915363073,4731,Non-robust,0.861101389
 ,342,1165,Robust,0.008266687,1391,Robust,0.010427952,2173,Robust,0.1806674,2822,Robust,0.496850729,4011,NA,NA,5511,Non-robust,11.9939692,5975,Non-robust,6.370874166
 ,3422,1104,Non-robust,0.991450787,1277,Non-robust,1.891968012,1531,Non-robust,0.178373575,1806,Non-robust,1.474433899,2532,Non-robust,0.958575487,3933,Non-robust,0.303325653,4803,Non-robust,0.469952345
 ,3600,1083,Robust,0.005500078,1249,Robust,0.006618023,1551,Robust,0.018536329,1842,Robust,0.097615242,2488,Non-robust,49.3993392,3670,Non-robust,4.501814842,4486,Non-robust,1.375744104
 ,3655,1072,Robust,0.006601572,1221,Robust,0.005959511,1531,Robust,0.027783632,1884,Robust,0.195786476,2690,Robust,2.914886951,3745,Non-robust,6.326067448,4531,Non-robust,0.959700823
 ,3793,1209,Robust,0.008024216,1519,Robust,0.137292385,2207,Non-robust,232.6314611,2770,Non-robust,9.778795481,4064,Non-robust,6.973237276,5658,Non-robust,0.845554829,6040,Non-robust,0.67227149
 ,3914,1153,Robust,0.007577896,1356,Robust,0.007983446,1830,Robust,0.027084589,2589,Robust,0.403965235,3739,Robust,19.44152308,5377,Non-robust,8.835967541,6024,Non-robust,0.984240532
 ,4023,1010,Robust,0.003722668,1101,Robust,0.003792048,1250,Robust,0.004142046,1394,Robust,0.005902529,1807,Robust,0.031247616,3614,Robust,18.02118373,5003,Non-robust,10.17413688
 ,4068,1061,Non-robust,0.06111455,1191,Non-robust,0.080602169,1519,Non-robust,0.435691357,1836,Non-robust,0.12864852,2677,Non-robust,0.162801743,4177,Non-robust,0.969853163,5294,Non-robust,1.02621603
 ,4265,1384,Robust,0.72087431,1724,Non-robust,47.12645626,2519,Non-robust,50.37662721,3452,Non-robust,35.9677906,4154,Non-robust,11.30545306,5211,Non-robust,2.084487915,5986,Non-robust,0.976630926
 ,4372,1080,Robust,0.005820036,1234,Robust,0.006143093,1607,Robust,0.021172523,2004,Robust,0.267706156,2774,Robust,6.519720554,4712,Non-robust,0.969379425,5639,Non-robust,3.317364454
 ,4433,1227,Robust,0.186572075,1446,Non-robust,8.461835861,1760,Non-robust,6.571300983,2161,Non-robust,0.326632261,3128,Non-robust,0.393749237,4772,Non-robust,0.503991127,5555,Non-robust,1.224713326
 ,4440,1161,Robust,0.008986712,1401,Robust,0.008314848,1931,Robust,0.226285696,2372,Robust,0.63132143,3185,Non-robust,211.1537027,4503,Non-robust,20.82449174,5605,Non-robust,4.705940962
 ,4471,1066,Robust,0.005177259,1217,Robust,0.005961895,1500,Robust,0.006840229,1820,Robust,0.028780699,2512,Robust,2.960458517,4343,Non-robust,3.714281082,5774,Non-robust,3.789751053
 ,4700,1090,Robust,0.00567174,1239,Robust,0.006536245,1603,Robust,0.026139498,2073,Robust,0.555498123,3137,Robust,6425.847647,5085,Non-robust,29.59097099,5869,Non-robust,1.159744501
 ,4847,1180,Robust,0.008577108,1459,Robust,0.011375666,2279,Robust,0.309014559,2931,Robust,3.767770529,3948,Non-robust,341.4746118,5670,Non-robust,7.399606943,6095,Non-robust,0.887085438
 ,4989,1102,Robust,0.006542921,1306,Robust,0.010135889,1899,Robust,0.756382942,2500,Robust,7.370121479,3501,Non-robust,155.309129,5203,Non-robust,1.453603983,6029,Non-robust,0.543492556
 ,513,1031,Robust,0.004362106,1134,Robust,0.00492239,1326,Robust,0.00652051,1536,Robust,0.006858587,2076,Robust,0.123842716,3520,Robust,21.66059041,4435,Non-robust,4.525179625
 ,5173,1066,Robust,0.004841805,1224,Robust,0.005395174,1627,Robust,0.214672565,2040,Robust,1.885315657,2827,Non-robust,84.4074266,4351,Non-robust,0.908558846,5588,Non-robust,3.604534149
 ,521,1159,Robust,0.006442547,1424,Robust,0.029201746,2122,Robust,1.603981972,2724,Non-robust,325.5340707,3998,Non-robust,107.1616745,5554,Non-robust,1.14967227,6137,Non-robust,0.976450205
