  ,,,,,,,,,,,,,,,,
 ,MNIST Dataset: ,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,
 ,ID,result (r=1),smt-time (r=1),QVIP-time (r=1),ID,result (r=2),smt-time (r=2),QVIP-time (r=2),ID,result (r=3),smt-time (r=3),QVIP-time (r=3),ID,result (r=4),smt-time (r=4),QVIP-time (r=4)
 ,40,Robust,0.072667599,0.017248392,135,Robust,0.067876101,0.012729168,235,Robust,NA,0.126992702,335,Robust,NA,2.219148397
 ,41,Robust,0.048371077,0.012326002,136,Robust,0.047720194,0.009480715,236,Robust,0.057579517,0.011288643,336,Robust,NA,0.464109182
 ,42,Robust,0.040659428,0.009237766,137,Robust,0.064065456,0.012736559,237,Robust,0.05798173,0.010824203,337,Robust,NA,0.396651745
 ,43,Robust,0.066080093,0.010653973,138,Robust,0.029891968,0.007218361,238,Robust,0.051552057,0.012582779,338,Robust,0.040529728,0.008777857
 ,44,Robust,0.053241968,0.012202263,139,Robust,24.44589686,0.043272257,239,Robust,0.069932938,0.017145395,339,Robust,NA,0.109314919
 ,45,Robust,0.07674408,0.013604879,140,Robust,2.929866552,0.014539957,240,Robust,0.063528538,0.014109135,340,NA,NA,NA
 ,46,Robust,0.057786226,0.042988777,141,Robust,0.0510149,0.010018587,241,NA,NA,NA,341,Robust,NA,1.50586772
 ,47,Robust,0.051052332,0.010512829,142,Robust,0.060577869,0.012161255,242,Robust,0.049793005,0.009988308,342,Robust,109.9186997,0.338584661
 ,48,Robust,0.053672552,0.008916855,143,Robust,0.09368062,0.013771057,243,Robust,NA,0.132951736,343,Robust,0.045412779,0.009897947
 ,49,Robust,0.046775579,0.007393837,144,Robust,0.053594112,0.010642767,244,Robust,NA,0.282898426,344,Robust,NA,0.434767962
 ,5,Robust,0.074295521,0.014878273,145,Robust,0.074442625,0.015224695,245,Robust,0.062287569,0.013185024,345,Robust,NA,0.3975811
 ,50,Robust,0.060536146,0.009992599,146,Robust,0.052065372,0.010524988,246,Robust,0.029242992,0.005938768,346,Robust,0.052535295,0.011684179
 ,51,Robust,0.036245346,0.006577015,147,Robust,0.030182838,0.006418228,247,NA,NA,NA,347,Robust,1241.857132,0.038897038
 ,52,Robust,0.079944611,0.014657021,148,Robust,0.04235816,0.008424044,248,Robust,0.046362877,0.014494419,348,Robust,64.78320813,0.232037544
 ,53,Robust,0.062432051,0.00932765,149,NA,NA,NA,249,Robust,0.063424826,0.02225709,349,Robust,NA,0.325509787
 ,54,Robust,0.034077406,0.005718231,150,Robust,0.058226585,0.012036324,250,Robust,NA,0.174017906,350,Robust,NA,0.297116041
 ,55,Robust,0.041835546,0.008414507,151,Non-robust,346.4361336,0.322182655,251,Robust,NA,2.718583822,351,Robust,0.048306704,0.010436058
 ,56,Robust,0.033989906,0.007017136,152,Robust,0.061161041,0.012165546,252,Robust,0.062099695,0.012531281,352,Non-robust,NA,36.43003392
 ,57,Robust,0.074130535,0.015533924,153,Robust,0.063384771,0.022178411,253,Robust,0.081293106,0.017305136,353,Robust,0.043609858,0.009358168
 ,58,Robust,0.04413867,0.011853218,154,Robust,0.074410439,0.03999424,254,Robust,0.069213629,0.015879393,354,Robust,NA,3.0697577
 ,59,Robust,0.066566944,0.014194012,155,Robust,0.059344292,0.018645048,255,Robust,NA,0.600714684,355,Robust,0.058206081,0.012070656
 ,6,Robust,0.04006505,0.008401394,156,Robust,0.038661957,0.016589165,256,Robust,0.053925753,0.010597944,356,Robust,0.050007343,0.014437675
 ,60,Robust,0.046891212,0.0096488,157,Robust,0.100896835,0.015265942,257,Non-robust,NA,12.54842234,357,Robust,NA,4.59269762
 ,61,Robust,0.045521975,0.016408682,158,Non-robust,NA,0.233302593,258,Robust,0.048598051,0.010201216,358,Robust,NA,0.885818958
 ,62,Robust,2.263682365,0.012598753,159,Robust,0.055584192,0.011413574,259,NA,NA,NA,359,Non-robust,NA,186.0482759
 ,63,Robust,0.049818039,0.010503531,160,Robust,0.044569969,0.010334253,260,Robust,0.051084042,0.010451317,360,Robust,513.9824686,0.052384377
 ,64,Robust,0.042220831,0.007275343,161,Robust,0.037780046,0.007378101,261,Robust,0.093431234,0.011712074,361,Robust,0.048273325,0.010956526
 ,65,Robust,0.046907902,0.012274742,162,Robust,0.044462681,0.008757591,262,Robust,0.039527416,0.008200169,362,Robust,NA,2.568039179
 ,66,Robust,0.038583755,0.007315159,163,Robust,0.069244146,0.007633448,263,Robust,0.070067883,0.014128447,363,Robust,51.61477518,0.316382408
 ,67,Robust,0.047248602,0.010011673,164,Robust,0.037507772,0.007860422,264,Robust,NA,1.852131367,364,Robust,0.061023474,0.012791634
 ,68,Robust,0.03562355,0.007421017,165,Robust,0.055042505,0.010416269,265,Robust,0.06431818,0.011371851,365,Robust,0.07040143,0.016240358
 ,69,Robust,0.037722349,0.004974365,166,Robust,0.071636438,0.009553194,266,Non-robust,NA,4.226235628,366,Robust,NA,0.565829992
 ,7,Robust,0.05343461,0.009565353,167,Robust,0.049886942,0.011886597,267,Robust,0.065795422,0.017892122,367,Robust,27.58822298,0.049202919
 ,70,Robust,0.048904657,0.00771451,168,Robust,0.049448729,0.010692596,268,Robust,2.253378868,0.011996746,368,Robust,NA,0.501343966
 ,71,Robust,0.024949789,0.00419426,169,Robust,0.062434435,0.011848211,269,Robust,0.046465158,0.015349388,369,Robust,0.065913439,0.056716681
 ,72,Robust,0.038274288,0.008498192,170,Robust,0.066411257,0.014861822,270,Robust,0.051287413,0.011044979,370,Robust,NA,0.329605818
 ,73,Robust,1.249517679,0.010202885,171,Robust,1.828430414,0.010081053,271,Robust,0.051057577,0.010210037,371,Robust,0.042862892,0.009873867
 ,74,Robust,0.065520763,0.011383057,172,Robust,0.033026934,0.007806301,272,Robust,0.06767416,0.013938665,372,Robust,NA,0.192960501
 ,75,Robust,0.04440856,0.007875443,173,Robust,0.046677113,0.020060301,273,Robust,NA,0.221957684,373,Robust,NA,0.191881418
 ,76,Robust,0.048592329,0.009608746,174,Robust,0.060005426,0.011893988,274,Robust,NA,0.345921755,374,Robust,0.055254698,0.011517525
 ,77,Robust,0.042424679,0.009930134,175,Robust,NA,4.126224279,275,Robust,NA,0.162784338,375,Robust,0.053487778,0.012148142
 ,78,Robust,0.05364275,0.013316154,176,Robust,0.077631712,0.017791033,276,Robust,0.077216625,0.033650398,376,Non-robust,NA,6.767698288
 ,79,Robust,0.039742231,0.007127047,177,Robust,0.062791824,0.011980295,277,Robust,0.047551394,0.022240639,377,Robust,NA,0.591170788
 ,8,Robust,0.064807177,0.027577877,178,Robust,0.058605671,0.014880896,278,Robust,0.061849594,0.012763262,378,Robust,NA,0.32597065
 ,80,Robust,0.103669643,0.011840343,179,Robust,0.042917967,0.008397579,279,Robust,0.06930685,0.046973228,379,Robust,NA,0.307676792
 ,81,Robust,0.047538042,0.011413574,180,Robust,0.057427645,0.01555872,280,Robust,2.01426363,0.010234833,380,Robust,0.046243429,0.009312391
 ,82,Robust,0.040854931,0.007609844,181,Robust,0.038700819,0.007945776,281,Robust,0.061950207,0.012498617,381,NA,NA,NA
 ,83,Robust,0.068704367,0.023921251,182,Robust,0.064717054,0.013581991,282,Non-robust,NA,3.514608383,382,Robust,0.063588858,0.009803295
 ,84,Robust,0.03720665,0.00844121,183,Robust,0.050547838,0.006462574,283,Robust,0.088907242,0.019458771,383,Robust,NA,0.663502216
 ,85,Robust,0.031331301,0.006712914,184,Robust,72.9186213,0.047863007,284,Robust,0.059181929,0.011676788,384,Robust,0.051638126,0.010848522
 ,86,Robust,0.048722029,0.01032567,185,Robust,0.057803869,0.011406422,285,Robust,0.047080994,0.010377645,385,Robust,NA,0.430216551
 ,87,Robust,0.040329933,0.010295868,186,Robust,0.038691044,0.007261753,286,Robust,2.341600895,0.013805628,386,Non-robust,NA,162.0084929
 ,88,Robust,0.037852764,0.007239819,187,Robust,0.050791264,0.010208368,287,Robust,0.044981956,0.008038521,387,Robust,4.843004465,0.01475358
 ,89,Robust,0.06418848,0.011343002,188,Robust,0.030388355,0.006106138,288,Robust,0.067409754,0.039155483,388,Robust,NA,0.259979963
 ,9,Robust,0.038262844,0.007115602,189,Robust,3.129489183,0.01388669,289,Robust,NA,0.193030834,389,Robust,NA,0.35415411
 ,90,Robust,0.06165123,0.009971142,190,Robust,0.051131725,0.012670279,290,Non-robust,NA,6.444517136,390,Robust,0.062857628,0.008871078
 ,91,Robust,0.046156168,0.011324406,191,Robust,41.58735895,0.063061953,291,Robust,0.042925119,0.008832216,391,Robust,NA,0.390898705
 ,92,Robust,4.703658342,0.014030933,192,Robust,0.038804054,0.007755995,292,Robust,1.010060072,0.011385679,392,Robust,0.064406157,0.012962818
 ,93,Robust,0.044653416,0.008868456,193,Robust,NA,1.68595171,293,Robust,0.050538778,0.010897636,393,Robust,NA,0.223370075
 ,94,Robust,0.049818516,0.009438992,194,Robust,0.055519342,0.011036634,294,Robust,0.0600214,0.011453629,394,Robust,NA,0.529282808
 ,95,Robust,0.033288002,0.007618427,195,Robust,NA,0.735560179,295,Robust,0.054849863,0.011531353,395,Robust,3.303194761,0.014908075
 ,96,Robust,1.730760813,0.014784575,196,Robust,0.056696892,0.008842468,296,Robust,0.032279253,0.006486416,396,Robust,0.05112195,0.011191368
 ,97,Robust,0.032964945,0.007180452,197,Robust,0.042402983,0.008450747,297,Robust,0.036888361,0.007949352,397,Robust,NA,0.316955805
 ,98,Robust,0.052589417,0.012595654,198,Robust,0.080408573,0.014655828,298,Robust,0.048249722,0.009762526,398,Robust,2.685497284,0.011318207
 ,99,Robust,0.041829109,0.007475853,199,Robust,0.051008701,0.009770155,299,Robust,NA,0.168792725,399,Robust,0.049262285,0.010985374
  ,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,
 ,Fashion-MNIST Dataset: ,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,
 ,ID,result (r=1),smt-time (r=1),QVIP-time (r=1),ID,result (r=2),smt-time (r=2),QVIP-time (r=2),ID,result (r=3),smt-time (r=3),QVIP-time (r=3),ID,result (r=4),smt-time (r=4),QVIP-time (r=4)
 ,0,Robust,70.55737495,0.188405514,100,Robust,0.067965269,0.014845848,200,Robust,0.100170851,0.014674902,300,Robust,NA,0.500020981
 ,1,Robust,0.040886641,0.007627964,101,Robust,NA,0.32804966,201,Robust,0.073496103,0.052424192,301,Robust,NA,0.189304829
 ,10,Robust,0.059482813,0.008843422,102,Robust,0.073730707,0.012881517,202,Robust,NA,0.244597435,302,Robust,NA,0.36531353
 ,11,Robust,0.082591295,0.017054081,103,Robust,0.063524246,0.041626692,203,Robust,NA,0.234164238,303,Robust,0.01678586,0.002921581
 ,12,NA,NA,NA,104,Robust,0.056973696,0.015259981,204,Robust,0.071310997,0.016397953,304,Robust,NA,0.204876423
 ,13,Robust,0.04199934,0.008225679,105,Robust,0.052744865,0.009230614,205,Robust,NA,0.154172421,305,Robust,0.057234049,0.039707422
 ,14,Robust,0.045567274,0.008239746,106,Robust,3.60261178,0.02325058,206,Robust,68.73050165,0.333398342,306,Robust,0.048954487,0.033967495
 ,15,Robust,0.063566685,0.011641026,107,NA,NA,NA,207,Robust,NA,0.062851429,307,Robust,3.550673008,0.013211489
 ,16,Robust,0.070354939,0.013158798,108,Robust,0.08032918,0.012862921,208,Robust,0.063342094,0.010630369,308,Robust,NA,14.43033719
 ,17,NA,NA,NA,109,Robust,0.045291901,0.007801294,209,Robust,46.60036635,0.266059637,309,Robust,NA,2.729839087
 ,18,Robust,0.05518508,0.008142471,110,Robust,0.069802046,0.009879827,210,Robust,0.048812866,0.011034489,310,Robust,0.096337557,0.017399311
 ,19,Robust,0.05978322,0.010093689,111,Robust,0.088798761,0.020709038,211,Robust,0.072378159,0.01316762,311,Non-robust,NA,4.466961861
 ,2,Robust,0.101756573,0.009801865,112,Robust,0.081708193,0.016109467,212,Robust,0.037773609,0.009697437,312,Non-robust,NA,86.26184297
 ,20,Robust,0.033106327,0.005959272,113,Robust,0.05477047,0.010854244,213,Robust,NA,0.095684052,313,Non-robust,NA,1.163056374
 ,21,Robust,NA,0.240761757,114,Robust,0.083660603,0.019347191,214,Robust,0.069293737,0.013196468,314,Robust,0.057658434,0.039664268
 ,22,Robust,0.066874743,0.013266802,115,Robust,0.040237188,0.007978439,215,Robust,224.1139436,0.255014896,315,Non-robust,NA,0.8542943
 ,23,NA,NA,NA,116,Robust,0.050046682,0.008771658,216,Robust,0.071393013,0.013440609,316,NA,NA,NA
 ,24,Robust,0.052532434,0.009944916,117,Non-robust,NA,4.438683271,217,Robust,NA,2.490853786,317,Robust,0.07204318,0.01490736
 ,25,NA,NA,NA,118,Robust,0.067212582,0.016280413,218,Robust,0.091424942,0.017837763,318,Robust,NA,6.030464649
 ,26,NA,NA,NA,119,Robust,0.033004522,0.006688595,219,Non-robust,NA,0.765938282,319,Robust,NA,0.494246483
 ,27,Robust,0.044192314,0.013077021,120,Robust,0.073511124,0.013329744,220,Robust,0.051944733,0.010174274,320,Non-robust,NA,8.150017262
